"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/2012","65.53","65.05","65.94","61.06","901.81M","1.31%"
"10/01/2012","64.68","68.61","69.51","64.38","863.15M","-5.28%"
"09/01/2012","68.29","67.75","70.29","67.14","639.57M","0.60%"
"08/01/2012","67.88","64.98","68.60","63.65","679.92M","5.19%"
"07/01/2012","64.53","63.96","65.04","61.60","860.90M","1.00%"
"06/01/2012","63.90","60.72","64.30","59.79","973.80M","3.38%"
"05/01/2012","61.80","66.40","67.35","60.51","1.30B","-7.04%"
"04/01/2012","66.48","67.18","68.27","64.18","1.06B","-1.17%"
"03/01/2012","67.27","64.39","68.23","62.97","1.07B","4.87%"
"02/01/2012","64.14","60.60","64.69","60.41","1.02B","6.41%"
"01/01/2012","60.28","56.67","60.61","56.33","828.91M","8.42%"
"12/01/2011","55.60","56.14","57.38","53.95","1.00B","-0.99%"
"11/01/2011","56.16","56.33","58.74","52.65","1.30B","-2.69%"
"10/01/2011","57.71","51.83","58.96","49.89","1.62B","10.40%"
"09/01/2011","52.27","54.98","57.11","51.69","1.67B","-4.67%"
"08/01/2011","54.83","58.43","58.58","49.72","2.53B","-5.07%"
"07/01/2011","57.76","56.86","59.58","56.63","1.28B","1.67%"
"06/01/2011","56.81","57.98","58.12","53.39","1.16B","-2.25%"
"05/01/2011","58.12","58.94","59.10","56.24","1.05B","-1.22%"
"04/01/2011","58.84","57.48","59.04","55.09","1.03B","2.87%"
"03/01/2011","57.19","57.75","58.12","53.55","1.73B","-0.59%"
"02/01/2011","57.53","56.19","58.80","55.90","1.10B","3.16%"
"01/01/2011","55.77","54.73","57.11","54.69","1.27B","2.83%"
"12/01/2010","54.24","52.65","54.73","52.62","1.01B","4.56%"
"11/01/2010","51.87","52.16","53.82","50.64","1.57B","-0.18%"
"10/01/2010","51.96","49.26","52.27","48.00","1.54B","6.34%"
"09/01/2010","48.87","43.92","49.63","43.89","1.57B","12.91%"
"08/01/2010","43.28","46.19","46.99","42.79","1.48B","-5.13%"
"07/01/2010","45.62","42.64","46.53","41.60","1.75B","7.26%"
"06/01/2010","42.53","45.26","47.48","42.46","2.06B","-6.34%"
"05/01/2010","45.41","49.23","49.96","41.38","2.95B","-7.38%"
"04/01/2010","49.03","48.14","50.44","47.59","1.70B","2.23%"
"03/01/2010","47.96","44.76","48.40","44.76","1.62B","7.61%"
"02/01/2010","44.57","42.73","44.86","41.95","1.93B","4.60%"
"01/01/2010","42.61","46.13","46.45","42.45","2.38B","-6.47%"
"12/01/2009","45.56","43.70","46.11","43.14","1.52B","5.03%"
"11/01/2009","43.38","40.84","44.47","40.47","1.81B","6.35%"
"10/01/2009","40.79","41.94","43.64","40.55","2.29B","-3.07%"
"09/01/2009","42.08","39.71","42.99","38.86","2.11B","5.57%"
"08/01/2009","39.86","39.69","40.91","38.30","2.25B","1.45%"
"07/01/2009","39.29","36.39","40.01","34.16","2.58B","8.45%"
"06/01/2009","36.23","35.58","37.08","34.63","2.51B","2.84%"
"05/01/2009","35.23","34.14","35.35","32.82","2.73B","3.19%"
"04/01/2009","34.14","29.82","34.76","29.67","2.99B","13.08%"
"03/01/2009","30.19","27.01","31.33","25.52","3.81B","10.10%"
"02/01/2009","27.42","28.65","31.55","27.28","3.32B","-5.25%"
"01/01/2009","28.94","29.65","31.50","27.84","2.83B","-2.30%"
"12/01/2008","29.62","28.38","30.70","26.73","2.95B","2.14%"
"11/01/2008","29.00","32.67","33.87","24.95","3.92B","-11.45%"
"10/01/2008","32.75","38.67","38.81","27.97","7.24B","-15.48%"
"09/01/2008","38.75","46.67","46.89","37.03","5.19B","-15.63%"
"08/01/2008","45.93","45.33","48.37","44.12","2.89B","1.46%"
"07/01/2008","45.27","44.67","45.96","43.12","3.95B","0.64%"
"06/01/2008","44.98","49.71","50.40","44.78","3.54B","-9.68%"
"05/01/2008","49.80","47.04","50.26","47.02","2.68B","5.93%"
"04/01/2008","47.01","44.27","47.86","43.50","2.62B","7.97%"
"03/01/2008","43.54","42.75","44.88","40.88","3.41B","1.80%"
"02/01/2008","42.77","45.33","45.69","41.98","3.02B","-4.83%"
"01/01/2008","44.94","51.06","51.26","41.44","4.83B","-11.90%"
"12/01/2007","51.01","50.93","52.62","48.98","2.23B","-0.18%"
"11/01/2007","51.10","54.45","54.54","48.45","4.57B","-6.75%"
"10/01/2007","54.80","51.24","54.84","51.13","3.40B","7.03%"
"09/01/2007","51.20","48.72","52.55","47.61","1.98B","5.20%"
"08/01/2007","48.67","47.19","48.86","45.26","3.84B","2.83%"
