"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2012","42.33","39.21","42.94","38.50","421.94M","10.78%"
"12/01/2011","38.21","40.82","41.39","37.34","439.24M","-6.39%"
"11/01/2011","40.82","40.03","42.87","37.01","414.89M","-1.71%"
"10/01/2011","41.53","35.89","43.93","34.21","614.14M","15.91%"
"09/01/2011","35.83","44.04","44.36","35.68","749.68M","-18.44%"
"08/01/2011","43.93","48.84","48.87","39.64","803.15M","-9.09%"
"07/01/2011","48.32","48.60","49.65","46.88","375.11M","-0.62%"
"06/01/2011","48.62","49.01","49.17","45.94","385.32M","-1.00%"
"05/01/2011","49.11","50.79","50.92","46.44","462.98M","-2.94%"
"04/01/2011","50.60","49.57","50.72","48.02","339.20M","3.37%"
"03/01/2011","48.95","46.69","49.09","44.67","528.07M","5.47%"
"02/01/2011","46.41","46.95","47.72","44.89","496.24M","-0.17%"
"01/01/2011","46.49","48.56","48.88","45.88","334.42M","-3.45%"
"12/01/2010","48.15","46.68","48.33","46.54","328.51M","5.73%"
"11/01/2010","45.54","47.34","49.33","45.20","397.91M","-2.84%"
"10/01/2010","46.87","46.00","47.69","45.77","339.48M","3.10%"
"09/01/2010","45.46","41.55","45.69","41.50","250.19M","11.42%"
"08/01/2010","40.80","42.72","45.00","40.06","262.77M","-2.56%"
"07/01/2010","41.87","38.14","42.16","37.47","290.32M","10.21%"
"06/01/2010","37.99","37.77","41.31","36.85","377.09M","-0.55%"
"05/01/2010","38.20","42.25","42.44","35.30","455.54M","-9.18%"
"04/01/2010","42.06","42.77","43.98","41.41","320.07M","-0.21%"
"03/01/2010","42.15","39.45","42.32","39.35","269.89M","8.19%"
"02/01/2010","38.96","38.61","39.73","36.24","231.68M","1.88%"
"01/01/2010","38.24","41.76","42.97","38.07","229.88M","-6.73%"
"12/01/2009","41.00","41.07","42.17","39.76","235.00M","1.74%"
"11/01/2009","40.30","38.10","41.98","37.40","199.31M","7.18%"
"10/01/2009","37.60","38.52","41.43","37.04","223.55M","-2.41%"
"09/01/2009","38.53","35.10","39.12","34.40","149.22M","9.96%"
"08/01/2009","35.04","36.25","36.70","33.91","126.91M","-0.71%"
"07/01/2009","35.29","32.39","35.58","30.03","149.50M","10.91%"
"06/01/2009","31.82","33.58","34.19","29.86","124.74M","-2.45%"
"05/01/2009","32.62","27.75","32.65","27.60","124.23M","17.89%"
"04/01/2009","27.67","23.68","28.19","23.59","95.88M","17.44%"
"03/01/2009","23.56","19.75","25.13","19.00","98.09M","12.40%"
"02/01/2009","20.96","21.10","23.80","20.00","93.01M","-2.38%"
"01/01/2009","21.47","24.00","25.88","20.28","74.30M","-8.91%"
"12/01/2008","23.57","22.25","26.40","20.85","124.36M","2.34%"
"11/01/2008","23.03","25.33","27.45","18.50","108.34M","-8.65%"
"10/01/2008","25.21","34.25","34.45","19.31","131.24M","-27.26%"
"09/01/2008","34.66","40.68","42.99","31.00","79.79M","-15.59%"
"08/01/2008","41.06","44.95","45.05","40.24","39.34M","-7.92%"
"07/01/2008","44.59","45.64","46.10","42.75","43.21M","-4.72%"
"06/01/2008","46.80","52.19","52.23","46.02","37.11M","-9.81%"
"05/01/2008","51.89","50.92","54.16","50.61","40.46M","1.79%"
"04/01/2008","50.98","47.55","51.52","47.26","37.31M","8.42%"
"03/01/2008","47.02","48.74","49.31","43.48","39.62M","-3.67%"
"02/01/2008","48.81","47.79","51.15","45.13","34.63M","2.87%"
"01/01/2008","47.45","52.12","53.30","42.77","54.26M","-9.01%"
"12/01/2007","52.15","53.85","56.53","50.00","26.86M","-2.78%"
"11/01/2007","53.64","57.12","57.45","48.75","36.86M","-8.53%"
"10/01/2007","58.64","52.47","58.92","50.01","35.48M","13.01%"
"09/01/2007","51.89","46.18","52.42","45.70","20.48M","9.84%"
"08/01/2007","47.24","46.51","48.20","38.86","28.06M","-0.02%"
"07/01/2007","47.25","46.22","50.32","45.76","23.75M","3.50%"
"06/01/2007","45.65","44.26","46.38","42.55","13.25M","4.56%"
"05/01/2007","43.66","41.26","43.88","40.80","15.48M","6.64%"
"04/01/2007","40.94","39.51","42.49","39.38","14.14M","3.80%"
"03/01/2007","39.44","37.24","40.43","35.02","20.05M","4.39%"
"02/01/2007","37.78","38.96","40.40","36.02","18.58M","-2.45%"
"01/01/2007","38.73","39.13","39.55","36.12","19.36M","0.08%"
"12/01/2006","38.70","37.99","39.00","37.34","9.90M","2.22%"
"11/01/2006","37.86","35.64","37.95","35.13","7.15M","7.34%"
"10/01/2006","35.27","33.72","35.54","33.08","9.69M","5.03%"
"09/01/2006","33.58","33.26","34.10","32.15","3.97M","1.08%"
"08/01/2006","33.22","32.50","34.40","31.92","4.74M","1.50%"
"07/01/2006","32.73","32.00","33.09","29.95","6.29M","1.84%"
"06/01/2006","32.14","32.20","33.60","27.75","12.33M","-0.09%"
"05/01/2006","32.17","36.52","38.26","31.12","10.14M","-11.30%"
"04/01/2006","36.27","34.13","36.54","34.00","6.61M","7.82%"
"03/01/2006","33.64","33.69","34.12","31.26","6.60M","1.17%"
"02/01/2006","33.25","33.99","34.12","32.20","6.42M","-2.15%"
"01/01/2006","33.98","31.14","33.99","30.96","12.90M","11.63%"
"12/01/2005","30.44","29.34","31.11","29.34","4.20M","4.68%"
"11/01/2005","29.08","27.39","29.38","27.21","2.67M","6.99%"
"10/01/2005","27.18","28.77","28.99","25.62","3.64M","-5.69%"
"09/01/2005","28.82","26.80","28.84","26.73","3.32M","8.26%"
"08/01/2005","26.62","26.58","27.59","25.98","3.49M","1.41%"
"07/01/2005","26.25","24.77","26.49","24.25","2.00M","6.97%"
"06/01/2005","24.54","23.50","25.05","23.45","2.48M","3.46%"
"05/01/2005","23.72","23.10","24.09","23.00","3.14M","2.91%"
"04/01/2005","23.05","24.06","24.08","22.57","2.00M","-2.33%"
