"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2016","91.38","91.36","91.38","91.34","17.36M","0.00%"
"01/01/2016","91.38","91.38","91.38","91.34","24.85M","0.02%"
"12/01/2015","91.36","91.38","91.38","91.34","18.20M","-0.02%"
"11/01/2015","91.38","91.36","91.38","91.34","23.51M","0.02%"
"10/01/2015","91.36","91.38","91.40","91.36","20.48M","-0.02%"
"09/01/2015","91.38","91.42","91.42","91.38","11.19M","-0.04%"
"08/01/2015","91.42","91.42","91.44","91.38","21.87M","0.00%"
"07/01/2015","91.42","91.42","91.42","91.40","8.78M","0.00%"
"06/01/2015","91.42","91.44","91.44","91.40","9.87M","0.00%"
"05/01/2015","91.42","91.42","91.44","91.42","6.62M","-0.02%"
"04/01/2015","91.44","91.44","91.46","91.42","3.88M","-0.02%"
"03/01/2015","91.46","91.44","91.46","91.42","10.85M","0.00%"
"02/01/2015","91.46","91.48","91.48","91.44","8.71M","0.00%"
"01/01/2015","91.46","91.46","91.48","91.44","10.77M","-0.02%"
"12/01/2014","91.48","91.48","91.50","91.46","27.87M","-0.02%"
"11/01/2014","91.50","91.50","91.50","91.48","16.59M","0.00%"
"10/01/2014","91.50","91.52","91.52","91.48","21.11M","-0.02%"
"09/01/2014","91.52","91.50","91.52","91.50","3.94M","0.00%"
"08/01/2014","91.52","91.52","91.52","91.50","6.09M","0.02%"
"07/01/2014","91.50","91.52","91.54","91.50","3.79M","-0.02%"
"06/01/2014","91.52","91.52","91.54","91.50","3.24M","-0.02%"
"05/01/2014","91.54","91.54","91.54","91.52","3.42M","0.00%"
"04/01/2014","91.54","91.54","91.56","91.52","5.92M","0.00%"
"03/01/2014","91.54","91.54","91.56","91.54","6.27M","-0.02%"
"02/01/2014","91.56","91.56","91.56","91.52","8.52M","0.02%"
"01/01/2014","91.54","91.54","91.56","91.54","4.51M","0.00%"
"12/01/2013","91.54","91.56","91.58","91.54","6.38M","0.00%"
"11/01/2013","91.54","91.58","91.58","91.54","4.70M","-0.02%"
"10/01/2013","91.56","91.60","91.60","91.54","16.40M","-0.02%"
"09/01/2013","91.58","91.58","91.60","91.56","6.18M","-0.02%"
"08/01/2013","91.60","91.58","91.60","91.58","4.78M","0.00%"
"07/01/2013","91.60","91.60","91.62","91.58","6.65M","0.00%"
"06/01/2013","91.60","91.60","91.62","91.58","15.22M","-0.02%"
"05/01/2013","91.62","91.60","91.62","91.60","4.95M","0.02%"
"04/01/2013","91.60","91.62","91.62","91.60","3.09M","-0.02%"
"03/01/2013","91.62","91.62","91.62","91.60","4.99M","0.00%"
"02/01/2013","91.62","91.60","91.62","91.60","3.29M","0.00%"
"01/01/2013","91.62","91.62","91.64","91.60","7.72M","0.00%"
"12/01/2012","91.62","91.62","91.64","91.62","5.07M","0.00%"
"11/01/2012","91.62","91.64","91.64","91.62","11.63M","-0.02%"
"10/01/2012","91.64","91.62","91.64","91.62","5.25M","0.02%"
"09/01/2012","91.62","91.62","91.64","91.62","6.95M","-0.01%"
"08/01/2012","91.63","91.66","91.66","91.62","5.43M","0.01%"
"07/01/2012","91.62","91.62","91.66","91.62","7.57M","0.00%"
"06/01/2012","91.62","91.66","91.66","91.62","7.82M","-0.04%"
"05/01/2012","91.66","91.64","91.66","91.62","9.58M","0.00%"
"04/01/2012","91.66","91.64","91.66","91.62","9.53M","0.02%"
"03/01/2012","91.64","91.64","91.66","91.62","5.52M","-0.02%"
"02/01/2012","91.66","91.64","91.66","91.64","5.91M","0.02%"
"01/01/2012","91.64","91.66","91.68","91.64","12.23M","-0.02%"
"12/01/2011","91.66","91.66","91.72","91.52","21.54M","-0.02%"
"11/01/2011","91.68","91.70","91.71","91.66","12.85M","0.02%"
"10/01/2011","91.66","91.70","91.70","91.66","48.28M","-0.04%"
"09/01/2011","91.70","91.70","91.72","91.68","19.47M","-0.02%"
"08/01/2011","91.72","91.70","91.72","91.68","32.15M","0.00%"
"07/01/2011","91.72","91.72","91.72","91.68","10.50M","0.00%"
"06/01/2011","91.72","91.70","91.72","91.70","8.80M","0.01%"
"05/01/2011","91.71","91.72","91.74","91.70","6.53M","0.01%"
"04/01/2011","91.70","91.72","91.74","91.70","3.62M","0.00%"
"03/01/2011","91.70","91.72","91.74","91.70","8.73M","0.00%"
"02/01/2011","91.70","91.70","91.72","91.70","3.55M","0.00%"
"01/01/2011","91.70","91.70","91.72","91.70","3.21M","0.00%"
"12/01/2010","91.70","91.72","91.72","91.70","3.95M","-0.02%"
"11/01/2010","91.72","91.72","91.72","91.68","5.68M","0.00%"
"10/01/2010","91.72","91.70","91.72","91.70","5.59M","0.02%"
"09/01/2010","91.70","91.70","91.72","91.70","6.25M","0.00%"
"08/01/2010","91.70","91.68","91.72","91.68","8.85M","0.00%"
"07/01/2010","91.70","91.72","91.72","91.68","8.79M","-0.04%"
"06/01/2010","91.74","91.70","91.74","91.70","8.30M","0.02%"
"05/01/2010","91.72","91.70","91.74","91.68","6.79M","0.04%"
"04/01/2010","91.68","91.68","91.72","91.68","4.84M","-0.04%"
"03/01/2010","91.72","91.72","91.72","91.66","4.70M","0.00%"
"02/01/2010","91.72","91.70","91.76","91.68","4.59M","-0.02%"
"01/01/2010","91.74","91.70","91.74","91.67","3.09M","0.00%"
"12/01/2009","91.74","91.74","91.74","91.68","2.56M","0.02%"
"11/01/2009","91.72","91.76","91.78","91.68","3.37M","-0.04%"
"10/01/2009","91.76","91.72","91.76","91.70","3.53M","0.00%"
"09/01/2009","91.76","91.74","91.78","91.68","3.80M","0.02%"
"08/01/2009","91.74","91.70","91.76","91.68","3.41M","0.07%"
"07/01/2009","91.68","91.74","91.76","91.68","5.22M","-0.07%"
"06/01/2009","91.74","91.76","91.78","91.66","5.37M","-0.02%"
"05/01/2009","91.76","91.72","91.78","91.66","3.60M","0.00%"
"04/01/2009","91.76","91.72","91.78","91.66","5.31M","0.04%"
"03/01/2009","91.72","91.76","91.82","91.66","5.40M","-0.02%"
"02/01/2009","91.74","91.74","91.82","91.58","14.14M","-0.02%"
"01/01/2009","91.76","91.70","91.88","91.58","9.42M","0.20%"
"12/01/2008","91.58","91.90","91.94","91.40","3.87M","-0.09%"
