"Date","Price","Open","High","Low","Vol.","Change %"
"08/01/2019","15.44","16.10","16.10","15.22","30.92M","-4.87%"
"07/01/2019","16.23","16.58","16.79","15.95","52.31M","-0.86%"
"06/01/2019","16.37","15.90","16.67","15.44","36.92M","3.61%"
"05/01/2019","15.80","16.82","16.87","15.78","12.99M","-6.01%"
"04/01/2019","16.81","16.70","17.11","16.69","19.35M","1.20%"
"03/01/2019","16.61","16.64","16.88","16.22","15.20M","-0.18%"
"02/01/2019","16.64","16.20","16.85","15.94","19.91M","2.91%"
"01/01/2019","16.17","14.92","16.36","14.89","29.93M","7.30%"
"12/01/2018","15.07","16.21","16.50","14.84","41.35M","-4.83%"
"11/01/2018","15.84","17.79","17.88","15.67","37.10M","-10.74%"
"10/01/2018","17.74","18.82","19.48","17.74","38.82M","-5.49%"
"09/01/2018","18.77","18.17","18.83","17.72","54.40M","3.36%"
"08/01/2018","18.16","17.83","18.28","17.28","25.73M","0.89%"
"07/01/2018","18.00","18.36","18.44","17.38","25.76M","-2.49%"
"06/01/2018","18.46","18.76","18.78","17.83","27.10M","-2.02%"
"05/01/2018","18.84","18.33","19.43","18.22","32.00M","2.22%"
"04/01/2018","18.43","17.76","18.55","17.37","15.23M","3.71%"
"03/01/2018","17.77","17.31","17.85","17.21","15.10M","2.13%"
"02/01/2018","17.40","18.01","18.14","16.79","21.93M","-3.33%"
"01/01/2018","18.00","17.54","18.23","17.49","24.83M","3.15%"
"12/01/2017","17.45","17.76","17.92","16.66","6.04M","-1.02%"
"11/01/2017","17.63","17.58","18.05","17.40","8.56M","0.97%"
"10/01/2017","17.46","16.64","17.47","16.57","4.53M","3.62%"
"09/01/2017","16.85","16.49","17.14","16.41","6.65M","2.25%"
"08/01/2017","16.48","16.33","16.50","15.87","4.49M","0.30%"
"07/01/2017","16.43","15.87","16.46","15.47","3.64M","4.12%"
"06/01/2017","15.78","15.92","15.97","14.95","5.11M","-0.94%"
"05/01/2017","15.93","16.19","16.62","15.56","14.73M","-1.73%"
"04/01/2017","16.21","16.65","17.09","16.07","5.50M","-2.53%"
"03/01/2017","16.63","17.26","17.31","16.06","7.48M","-3.15%"
"02/01/2017","17.17","17.27","17.54","17.03","17.34M","-0.17%"
"01/01/2017","17.20","17.01","17.61","16.90","18.11M","-0.46%"
"12/01/2016","17.28","17.90","18.45","16.89","4.01M","-2.15%"
"11/01/2016","17.66","17.62","17.81","16.64","5.62M","1.44%"
"10/01/2016","17.41","17.45","17.98","17.39","10.36M","-0.17%"
"09/01/2016","17.44","16.65","17.50","16.49","3.37M","4.00%"
"08/01/2016","16.77","16.51","17.66","16.22","6.94M","0.96%"
"07/01/2016","16.61","17.88","18.08","16.39","6.58M","-6.89%"
"06/01/2016","17.84","16.97","18.11","16.93","3.58M","4.39%"
"05/01/2016","17.09","16.85","17.27","16.04","3.71M","0.83%"
"04/01/2016","16.95","15.25","17.00","14.85","16.00M","9.99%"
"03/01/2016","15.41","14.82","15.94","14.70","1.12M","4.05%"
"02/01/2016","14.81","14.74","14.85","14.03","3.85M","-0.13%"
"01/01/2016","14.83","16.20","16.20","13.62","1.51M","-5.00%"
"12/01/2015","15.61","16.56","16.60","15.26","14.76M","-5.96%"
"11/01/2015","16.60","17.57","17.93","16.38","35.77K","-5.95%"
"10/01/2015","17.65","17.46","18.60","17.26","18.37K","0.80%"
"09/01/2015","17.51","17.99","19.47","17.31","23.38K","-3.15%"
"08/01/2015","18.08","17.91","18.11","16.67","32.92K","-2.06%"
"07/01/2015","18.46","20.09","31.05","18.23","36.00K","-9.71%"
"06/01/2015","20.45","20.62","20.99","19.99","21.13K","0.32%"
"05/01/2015","20.38","21.67","21.67","19.98","153.53K","-3.50%"
"04/01/2015","21.12","19.82","21.45","19.82","19.41K","6.94%"
"03/01/2015","19.75","20.96","21.14","19.42","34.97K","-6.13%"
"02/01/2015","21.04","20.30","21.39","20.26","55.52K","3.95%"
"01/01/2015","20.24","22.38","22.38","19.70","56.28K","-5.15%"
"12/01/2014","21.34","23.46","25.00","21.20","302.27K","-9.23%"
