Date,QQQ,VWO,VEA,BND
2010-09-10,46.41,42.93,33.26,81.8
2010-09-13,47.05,43.83,33.87,82.01
2010-09-14,47.25,43.85,34.08,82.13
2010-09-15,47.55,43.88,34.12,82.05
2010-09-16,47.74,43.68,33.93,81.92
2010-09-17,47.8,43.66,33.68,82.0
2010-09-20,48.63,44.36,34.32,82.06
2010-09-21,48.62,44.33,34.32,82.36
2010-09-22,48.49,44.34,34.29,82.43
2010-09-23,48.47,44.1,33.91,82.45
2010-09-24,49.45,44.87,34.85,82.26
2010-09-27,49.19,44.78,34.69,82.61
2010-09-28,49.17,45.08,34.9,82.79
2010-09-29,49.09,45.24,34.83,82.7
2010-09-30,48.87,45.46,34.52,82.66
2010-10-01,48.81,46.17,34.91,82.37
2010-10-04,48.28,46.13,34.45,82.58
2010-10-05,49.45,46.81,35.4,82.6
2010-10-06,49.03,46.9,35.66,82.79
2010-10-07,49.21,46.45,35.6,82.93
2010-10-08,49.54,46.94,35.82,82.83
2010-10-11,49.56,46.92,35.77,82.8
2010-10-12,49.9,46.73,35.7,82.72
2010-10-13,50.31,47.46,36.1,82.85
2010-10-14,50.21,47.52,36.34,82.53
2010-10-15,51.28,47.42,36.28,82.34
2010-10-18,51.09,47.39,36.5,82.65
2010-10-19,50.61,45.93,35.51,82.77
2010-10-20,50.98,46.71,36.2,82.74
2010-10-21,51.08,46.66,36.01,82.67
2010-10-22,51.43,46.78,36.09,82.62
2010-10-25,51.68,47.29,36.23,82.67
2010-10-26,51.81,47.29,35.97,82.44
2010-10-27,51.97,46.51,35.62,82.27
2010-10-28,52.08,46.75,35.91,82.55
2010-10-29,51.96,46.87,35.92,82.7
2010-11-01,52.0,47.36,35.77,82.47
2010-11-02,52.56,47.92,36.35,82.61
2010-11-03,52.8,48.25,36.64,82.7
2010-11-04,53.45,49.32,37.47,82.96
2010-11-05,53.45,49.24,37.31,82.61
2010-11-08,53.52,49.0,37.12,82.63
2010-11-09,53.23,48.47,36.72,82.21
2010-11-10,53.49,48.73,36.84,82.18
2010-11-11,53.16,48.36,36.55,82.21
2010-11-12,52.29,47.22,36.21,81.84
2010-11-15,52.1,47.16,36.27,81.45
2010-11-16,51.24,45.9,35.36,81.72
2010-11-17,51.39,46.1,35.57,81.74
2010-11-18,52.21,47.15,36.45,81.74
2010-11-19,52.25,47.21,36.47,81.76
2010-11-22,52.69,47.11,36.08,82.0
2010-11-23,51.85,45.6,34.97,82.02
2010-11-24,52.9,46.6,35.52,81.63
2010-11-26,52.72,45.6,34.99,81.82
2010-11-29,52.51,45.86,34.62,81.88
2010-11-30,51.87,45.54,34.16,81.91
2010-12-01,52.97,46.91,35.18,81.19
2010-12-02,53.51,47.65,35.92,81.12
2010-12-03,53.65,47.81,36.21,81.25
2010-12-06,53.62,47.79,36.02,81.52
2010-12-07,53.66,47.57,36.09,80.93
2010-12-08,53.86,47.28,36.21,80.51
2010-12-09,53.91,47.17,36.25,80.58
2010-12-10,54.27,47.38,36.37,80.32
2010-12-13,54.08,47.63,36.76,80.53
2010-12-14,54.17,47.68,36.84,80.02
2010-12-15,53.94,46.98,36.35,79.77
2010-12-16,54.35,47.25,36.5,79.95
2010-12-17,54.29,47.21,36.32,80.44
2010-12-20,54.33,47.07,36.4,80.49
2010-12-21,54.66,47.68,36.66,80.58
2010-12-22,54.66,47.05,35.89,80.49
2010-12-23,54.52,46.98,35.84,80.4
2010-12-27,54.54,46.89,35.8,80.04
2010-12-28,54.44,46.93,35.79,79.52
2010-12-29,54.56,47.5,36.11,79.99
2010-12-30,54.43,47.84,35.97,80.0
2010-12-31,54.23,48.15,36.15,80.27
2011-01-03,55.08,48.62,36.44,80.17
2011-01-04,55.04,48.81,36.33,80.18
2011-01-05,55.51,48.63,36.13,79.83
2011-01-06,55.69,48.2,35.81,79.9
2011-01-07,55.64,47.75,35.69,80.2
2011-01-10,55.85,47.26,35.59,80.39
2011-01-11,55.93,47.79,35.83,80.23
2011-01-12,56.32,48.88,36.59,80.18
2011-01-13,56.34,48.33,36.74,80.43
2011-01-14,56.76,48.46,36.94,80.32
2011-01-18,56.92,48.45,37.18,80.24
2011-01-19,56.28,48.05,36.99,80.34
2011-01-20,55.88,47.63,36.67,80.04
2011-01-21,55.45,47.16,36.87,80.2
2011-01-24,56.22,47.48,37.2,80.19
2011-01-25,56.3,47.2,37.18,80.4
2011-01-26,56.6,47.64,37.36,80.12
2011-01-27,56.94,47.48,37.45,80.28
2011-01-28,55.5,46.01,36.58,80.45
2011-01-31,55.77,46.49,36.93,80.34
2011-02-01,56.81,47.49,37.83,79.96
2011-02-02,56.72,47.12,37.81,79.87
2011-02-03,56.82,47.08,37.82,79.6
2011-02-04,57.14,47.06,37.77,79.33
2011-02-07,57.41,46.93,37.9,79.34
2011-02-08,57.79,46.8,38.1,79.09
2011-02-09,57.69,45.89,38.02,79.28
2011-02-10,57.78,45.43,37.75,79.03
2011-02-11,58.2,45.92,37.77,79.3
2011-02-14,58.34,45.9,37.81,79.39
2011-02-15,58.26,45.99,37.71,79.5
2011-02-16,58.64,46.4,38.17,79.53
2011-02-17,58.62,46.61,38.36,79.65
2011-02-18,58.49,46.9,38.49,79.65
2011-02-22,56.79,45.33,37.38,79.95
2011-02-23,56.33,45.29,37.38,79.94
2011-02-24,56.62,45.39,37.41,80.02
2011-02-25,57.41,46.01,37.9,80.24
2011-02-28,57.53,46.41,38.28,80.35
2011-03-01,56.6,45.93,37.72,80.1
2011-03-02,56.9,46.57,37.9,79.94
2011-03-03,58.02,47.44,38.43,79.62
2011-03-04,57.73,47.39,38.06,79.89
2011-03-07,56.95,46.82,37.65,79.88
2011-03-08,57.18,47.34,37.78,79.81
2011-03-09,56.79,47.35,37.74,79.95
2011-03-10,55.91,46.04,36.83,80.32
2011-03-11,56.26,46.37,36.88,80.33
2011-03-14,56.06,46.72,36.21,80.41
2011-03-15,55.26,45.98,35.41,80.46
2011-03-16,53.93,44.98,34.34,80.84
2011-03-17,54.42,45.6,35.45,80.72
2011-03-18,54.22,45.74,36.01,80.71
2011-03-21,55.27,46.56,36.91,80.48
2011-03-22,55.17,46.6,36.81,80.45
2011-03-23,55.48,47.21,36.8,80.42
2011-03-24,56.47,47.79,37.31,80.29
2011-03-25,56.6,47.79,36.85,80.18
2011-03-28,56.3,47.51,36.86,80.11
2011-03-29,56.84,47.98,37.08,79.97
2011-03-30,57.11,48.57,37.49,80.11
2011-03-31,57.19,48.95,37.31,80.02
2011-04-01,57.22,49.75,37.69,79.89
2011-04-04,57.03,50.21,37.68,79.99
2011-04-05,56.88,50.07,37.58,79.81
2011-04-06,57.02,50.3,37.91,79.69
2011-04-07,56.98,50.29,37.74,79.67
2011-04-08,56.71,50.37,38.03,79.62
2011-04-11,56.53,49.8,37.95,79.63
2011-04-12,56.14,48.91,37.6,79.91
2011-04-13,56.61,49.23,37.73,80.06
2011-04-14,56.52,49.53,37.89,80.02
2011-04-15,56.42,49.55,37.84,80.27
2011-04-18,56.02,48.4,37.07,80.36
2011-04-19,56.37,49.05,37.34,80.49
2011-04-20,57.64,50.28,38.33,80.38
2011-04-21,58.1,50.71,38.56,80.44
2011-04-25,58.25,50.28,38.54,80.49
2011-04-26,58.58,50.67,38.84,80.74
2011-04-27,58.98,50.66,39.32,80.7
2011-04-28,58.89,50.24,39.59,80.85
2011-04-29,58.84,50.6,39.62,80.96
2011-05-02,58.73,50.52,39.63,80.76
2011-05-03,58.45,49.49,39.31,80.85
2011-05-04,58.36,48.6,38.97,80.95
2011-05-05,58.04,48.09,38.23,81.13
2011-05-06,58.23,48.74,38.26,81.19
2011-05-09,58.45,48.87,38.51,81.26
2011-05-10,58.95,49.29,38.88,81.05
2011-05-11,58.51,48.39,38.14,81.15
2011-05-12,58.87,48.39,38.26,81.07
2011-05-13,58.17,47.42,37.64,81.19
2011-05-16,57.16,47.41,37.59,81.38
2011-05-17,57.32,47.63,37.67,81.51
2011-05-18,57.8,48.32,37.92,81.28
2011-05-19,57.97,48.08,38.15,81.25
2011-05-20,57.53,47.7,37.57,81.32
2011-05-23,56.68,46.73,36.7,81.37
2011-05-24,56.34,47.12,36.9,81.42
2011-05-25,56.56,47.24,37.18,81.45
2011-05-26,56.91,47.82,37.54,81.56
2011-05-27,57.19,48.3,37.8,81.59
2011-05-31,58.12,49.11,38.55,81.69
2011-06-01,56.85,48.4,37.66,81.86
2011-06-02,56.97,48.82,37.89,81.53
2011-06-03,56.12,48.52,37.89,81.67
2011-06-06,55.66,47.87,37.39,81.62
2011-06-07,55.56,48.25,37.69,81.72
2011-06-08,55.16,47.94,37.22,81.88
2011-06-09,55.26,48.21,37.64,81.69
2011-06-10,54.41,47.22,36.7,81.79
2011-06-13,54.41,47.13,36.8,81.71
2011-06-14,55.11,47.8,37.44,81.37
2011-06-15,54.07,46.86,36.16,81.7
2011-06-16,53.86,46.49,36.08,81.75
2011-06-17,53.57,46.57,36.44,81.83
2011-06-20,53.85,46.44,36.42,81.73
2011-06-21,55.0,47.25,37.21,81.75
2011-06-22,54.6,46.88,36.8,81.77
2011-06-23,55.11,46.64,36.44,81.97
2011-06-24,54.16,46.64,36.11,82.05
2011-06-27,55.02,47.06,36.42,81.81
2011-06-28,55.84,47.67,36.86,81.51
2011-06-29,56.07,48.07,37.51,81.33
2011-06-30,56.81,48.62,38.08,81.16
2011-07-01,57.67,49.18,38.48,80.98
2011-07-05,57.96,49.05,38.22,81.25
2011-07-06,58.15,48.92,38.03,81.3
2011-07-07,58.95,49.51,38.34,81.13
2011-07-08,58.79,49.0,37.85,81.55
2011-07-11,57.72,47.6,36.72,81.79
2011-07-12,57.28,47.18,36.45,81.87
2011-07-13,57.52,47.89,37.01,81.98
2011-07-14,56.85,47.46,36.71,81.67
2011-07-15,57.61,47.73,36.85,81.82
2011-07-18,57.3,47.19,36.28,81.71
2011-07-19,58.61,47.87,36.85,81.93
2011-07-20,58.36,47.97,37.3,81.8
2011-07-21,58.75,48.64,38.1,81.62
2011-07-22,59.35,48.68,38.18,81.84
2011-07-25,59.23,48.62,37.92,81.57
2011-07-26,59.38,48.83,38.16,81.77
2011-07-27,57.85,48.06,37.23,81.6
2011-07-28,57.95,48.11,37.09,81.84
2011-07-29,57.76,48.32,37.17,82.26
2011-08-01,57.49,48.28,36.74,82.3
2011-08-02,56.04,46.87,35.78,82.65
2011-08-03,56.58,46.66,35.98,82.71
2011-08-04,53.95,43.99,33.41,83.21
2011-08-05,53.61,43.65,34.04,82.67
2011-08-08,50.38,40.13,31.43,83.06
2011-08-09,52.81,42.27,33.52,83.35
2011-08-10,50.65,40.09,31.54,84.01
2011-08-11,52.88,42.4,33.02,83.2
2011-08-12,53.35,42.37,33.52,83.47
2011-08-15,54.14,43.39,34.31,83.33
2011-08-16,53.68,42.91,33.7,83.58
2011-08-17,53.36,43.2,33.92,83.73
2011-08-18,50.74,41.37,32.34,83.91
2011-08-19,49.82,40.74,31.8,83.99
2011-08-22,50.0,40.7,32.04,83.8
2011-08-23,52.06,42.1,33.06,83.55
2011-08-24,52.47,41.81,33.05,83.07
2011-08-25,51.62,40.99,32.29,83.3
2011-08-26,52.91,41.6,32.75,83.4
2011-08-29,54.38,42.94,33.55,83.2
2011-08-30,54.74,43.0,33.41,83.51
2011-08-31,54.83,43.93,33.98,83.4
2011-09-01,54.33,43.72,33.59,83.54
2011-09-02,53.06,42.79,32.78,83.77
2011-09-06,53.07,42.28,31.73,83.89
2011-09-07,54.41,43.52,32.68,83.7
2011-09-08,54.17,42.63,32.02,83.81
2011-09-09,52.96,41.15,30.95,83.88
2011-09-12,53.64,41.0,30.74,83.63
2011-09-13,54.35,41.06,31.07,83.54
2011-09-14,55.13,40.89,31.5,83.72
2011-09-15,55.95,41.43,32.19,83.56
2011-09-16,56.36,41.53,32.17,83.53
2011-09-19,56.38,40.36,31.32,83.79
2011-09-20,56.13,40.21,31.42,83.9
2011-09-21,55.15,38.68,30.52,84.13
2011-09-22,53.36,36.0,29.43,84.33
2011-09-23,53.93,36.79,29.72,84.05
2011-09-26,54.55,37.15,30.38,83.79
2011-09-27,55.12,38.32,31.06,83.62
2011-09-28,54.3,37.38,30.59,83.44
2011-09-29,53.66,37.82,31.2,83.43
2011-09-30,52.27,35.83,30.13,83.74
2011-10-03,50.93,35.2,29.36,84.0
2011-10-04,51.97,35.65,29.87,83.67
2011-10-05,53.31,36.27,30.35,83.31
2011-10-06,54.2,37.48,31.16,83.26
2011-10-07,53.85,37.01,30.96,83.08
2011-10-10,55.71,38.68,32.14,82.96
2011-10-11,56.09,38.79,32.01,82.92
2011-10-12,56.37,39.87,32.59,82.9
2011-10-13,56.88,39.58,32.56,83.0
2011-10-14,57.94,40.22,32.95,82.85
2011-10-17,57.04,38.99,32.19,83.14
2011-10-18,57.75,39.99,32.58,83.05
2011-10-19,56.63,39.3,32.08,83.27
2011-10-20,56.36,38.53,32.1,83.23
2011-10-21,57.06,39.6,32.93,83.1
2011-10-24,58.25,41.06,33.42,83.16
2011-10-25,57.1,40.3,32.89,83.59
2011-10-26,57.03,41.02,33.33,83.38
2011-10-27,58.61,43.47,35.17,82.95
2011-10-28,58.7,43.23,34.88,83.25
2011-10-31,57.71,41.53,33.07,83.62
2011-11-01,56.21,40.61,31.97,84.03
2011-11-02,56.68,41.7,32.37,83.98
2011-11-03,57.86,42.16,33.18,83.77
2011-11-04,57.56,41.98,32.73,83.89
2011-11-07,57.97,42.28,32.88,83.91
2011-11-08,58.64,42.81,33.29,83.65
2011-11-09,56.58,40.46,31.57,83.75
2011-11-10,56.55,40.67,31.99,83.65
2011-11-11,57.61,41.6,32.77,83.59
2011-11-14,57.25,41.11,32.17,83.6
2011-11-15,57.89,41.32,32.06,83.55
2011-11-16,56.93,40.35,31.42,83.71
2011-11-17,55.6,39.35,31.11,83.67
2011-11-18,55.17,39.44,31.2,83.62
2011-11-21,54.12,38.22,30.44,83.6
2011-11-22,54.29,38.29,30.35,83.69
2011-11-23,53.07,37.18,29.49,83.78
2011-11-25,52.66,37.01,29.38,83.66
2011-11-28,54.49,38.64,30.61,83.66
2011-11-29,54.16,38.43,30.81,83.54
2011-11-30,56.16,40.82,32.38,83.36
2011-12-01,56.55,40.74,32.05,83.13
2011-12-02,56.39,40.64,32.16,83.4
2011-12-05,57.0,41.31,32.5,83.41
2011-12-06,56.84,40.7,32.37,83.3
2011-12-07,56.84,40.93,32.58,83.41
2011-12-08,55.89,39.54,31.56,83.6
2011-12-09,56.78,40.2,32.25,83.4
2011-12-12,56.15,38.78,31.32,83.49
2011-12-13,55.53,38.45,30.93,83.7
2011-12-14,54.66,37.9,30.55,83.86
2011-12-15,54.51,38.13,30.72,83.82
2011-12-16,54.63,38.4,30.59,84.05
2011-12-19,54.1,37.41,30.31,84.02
2011-12-20,55.7,38.89,31.33,83.85
2011-12-21,54.9,38.18,30.17,83.62
2011-12-22,55.37,38.56,30.41,83.78
2011-12-23,55.85,38.73,30.66,83.29
2011-12-27,56.01,38.42,30.5,83.09
2011-12-28,55.36,37.77,29.99,83.41
2011-12-29,55.76,38.16,30.51,83.48
2011-12-30,55.6,38.21,30.63,83.54
2012-01-03,56.66,39.33,31.45,83.28
2012-01-04,56.9,39.22,31.27,83.32
2012-01-05,57.37,39.03,30.82,83.29
2012-01-06,57.57,38.57,30.46,83.34
2012-01-09,57.38,38.88,30.53,83.41
2012-01-10,57.8,39.75,31.03,83.37
2012-01-11,57.92,39.76,30.93,83.57
2012-01-12,58.15,39.96,31.02,83.45
2012-01-13,57.94,39.62,30.72,83.7
2012-01-17,58.47,40.27,31.02,83.63
2012-01-18,59.24,41.26,31.58,83.61
2012-01-19,59.61,41.65,31.95,83.53
2012-01-20,59.52,41.7,32.1,83.37
2012-01-23,59.54,41.92,32.26,83.27
2012-01-24,59.43,42.0,32.1,83.29
2012-01-25,60.18,42.49,32.42,83.53
2012-01-26,59.97,42.32,32.5,83.75
2012-01-27,60.15,42.63,32.53,83.9
2012-01-30,60.2,41.99,32.15,84.0
2012-01-31,60.28,42.33,32.35,84.07
2012-02-01,60.77,43.31,32.84,83.78
2012-02-02,60.96,43.48,32.91,83.91
2012-02-03,61.79,44.21,33.38,83.8
2012-02-06,61.74,43.8,33.23,83.84
2012-02-07,61.87,43.89,33.46,83.73
2012-02-08,62.2,44.23,33.59,83.63
2012-02-09,62.65,44.21,33.65,83.64
2012-02-10,62.22,43.28,33.03,83.69
2012-02-13,62.79,43.93,33.41,83.69
2012-02-14,62.95,43.61,33.18,83.8
2012-02-15,62.51,43.73,33.21,83.69
2012-02-16,63.37,44.17,33.65,83.7
2012-02-17,63.17,44.28,33.79,83.51
2012-02-21,63.35,44.1,33.81,83.46
2012-02-22,63.06,44.25,33.73,83.74
2012-02-23,63.48,44.15,34.0,83.78
2012-02-24,63.7,44.51,34.23,83.84
2012-02-27,63.79,44.15,34.01,83.99
2012-02-28,64.43,44.71,34.35,83.98
2012-02-29,64.14,44.63,33.93,83.9
2012-03-01,64.65,45.09,34.29,83.57
2012-03-02,64.6,44.97,33.95,83.74
2012-03-05,63.93,44.3,33.76,83.57
2012-03-06,63.31,42.74,32.7,83.71
2012-03-07,63.8,43.25,33.1,83.73
2012-03-08,64.48,44.2,33.81,83.6
2012-03-09,64.75,44.16,33.68,83.52
2012-03-12,64.78,43.75,33.61,83.58
2012-03-13,65.99,44.87,34.16,83.33
2012-03-14,66.22,44.11,33.85,82.84
2012-03-15,66.4,44.47,34.18,82.86
2012-03-16,66.24,44.45,34.42,82.85
2012-03-19,66.71,44.2,34.59,82.63
2012-03-20,66.83,43.58,34.17,82.65
2012-03-21,66.84,43.68,33.97,82.89
2012-03-22,66.7,43.0,33.72,83.01
2012-03-23,66.66,43.31,33.93,83.16
2012-03-26,67.83,43.98,34.39,83.15
2012-03-27,67.93,43.78,34.2,83.29
2012-03-28,67.66,43.16,33.98,83.27
2012-03-29,67.4,43.02,33.75,83.45
2012-03-30,67.27,43.47,34.03,83.28
2012-04-02,67.97,43.96,34.42,83.0
2012-04-03,67.95,43.79,33.8,82.69
2012-04-04,67.02,42.92,33.06,82.92
2012-04-05,67.44,43.17,32.86,83.08
2012-04-09,66.93,42.55,32.68,83.37
2012-04-10,65.86,41.72,32.03,83.61
2012-04-11,66.18,42.14,32.42,83.49
2012-04-12,66.93,43.21,33.05,83.5
2012-04-13,65.92,42.57,32.4,83.71
2012-04-16,65.18,42.37,32.6,83.71
2012-04-17,66.5,42.81,33.13,83.7
2012-04-18,66.33,42.62,32.94,83.76
2012-04-19,65.59,42.48,32.76,83.74
2012-04-20,65.41,42.75,33.09,83.73
2012-04-23,64.81,41.97,32.43,83.83
2012-04-24,64.46,42.04,32.7,83.73
2012-04-25,66.18,42.4,33.12,83.71
2012-04-26,66.56,42.66,33.33,83.82
2012-04-27,66.96,42.68,33.41,83.87
2012-04-30,66.48,42.55,33.22,83.92
2012-05-01,66.59,42.85,33.39,83.61
2012-05-02,66.78,42.81,33.13,83.74
2012-05-03,66.08,42.4,32.84,83.85
2012-05-04,64.43,41.7,32.31,83.94
2012-05-07,64.49,41.79,32.53,83.91
2012-05-08,64.25,41.19,32.07,83.99
2012-05-09,64.06,40.63,31.68,83.94
2012-05-10,63.92,40.84,31.83,83.89
2012-05-11,63.91,40.28,31.61,83.95
2012-05-14,63.32,39.37,31.05,84.1
2012-05-15,63.11,39.07,30.64,84.12
2012-05-16,62.68,38.45,30.34,84.07
2012-05-17,61.36,37.95,29.97,84.14
2012-05-18,60.56,37.71,29.72,84.09
2012-05-21,62.25,38.58,30.4,84.1
2012-05-22,62.18,38.27,30.29,83.96
2012-05-23,62.3,37.96,30.03,84.02
2012-05-24,61.89,37.73,29.82,83.93
2012-05-25,61.81,37.57,29.73,84.03
2012-05-29,62.6,38.61,30.08,84.03
2012-05-30,62.07,37.9,29.39,84.35
2012-05-31,61.8,38.02,29.51,84.51
2012-06-01,60.16,37.08,28.77,84.62
2012-06-04,60.62,37.22,29.0,84.41
2012-06-05,60.87,37.36,29.15,84.24
2012-06-06,62.26,38.41,29.99,84.08
2012-06-07,62.01,38.59,30.05,84.11
2012-06-08,62.61,38.27,29.94,84.16
2012-06-11,61.55,37.8,29.67,84.23
2012-06-12,62.3,38.59,30.19,84.1
2012-06-13,61.87,38.4,29.96,84.28
2012-06-14,62.1,38.62,30.12,84.23
2012-06-15,62.73,39.23,30.59,84.42
2012-06-18,63.32,39.39,30.52,84.43
2012-06-19,63.97,39.99,31.0,84.32
2012-06-20,64.02,39.93,31.22,84.16
2012-06-21,62.43,38.48,30.4,84.3
2012-06-22,63.09,38.63,30.7,84.13
2012-06-25,61.87,37.93,30.0,84.35
2012-06-26,62.26,38.27,30.17,84.26
2012-06-27,62.64,38.48,30.46,84.35
2012-06-28,61.94,38.32,30.49,84.44
2012-06-29,63.89,39.93,31.57,84.38
2012-07-02,64.08,39.97,31.79,84.37
2012-07-03,64.62,40.7,32.12,84.25
2012-07-05,64.66,40.35,31.63,84.49
2012-07-06,63.85,39.62,31.29,84.57
2012-07-09,63.74,39.44,31.23,84.73
2012-07-10,63.11,39.05,30.98,84.81
2012-07-11,62.76,39.23,31.11,84.69
2012-07-12,62.17,38.61,30.76,84.85
2012-07-13,63.12,39.33,31.21,84.86
2012-07-16,62.94,39.25,31.2,84.91
2012-07-17,63.27,39.72,31.31,84.88
2012-07-18,64.12,39.58,31.54,85.02
2012-07-19,64.83,39.98,31.8,85.0
2012-07-20,63.97,39.38,31.1,85.16
2012-07-23,63.2,38.42,30.45,85.2
2012-07-24,62.7,38.26,30.1,85.3
2012-07-25,62.28,38.42,30.28,85.36
2012-07-26,63.11,39.23,31.2,85.3
2012-07-27,64.6,40.39,31.89,84.98
2012-07-30,64.55,40.15,31.81,85.14
2012-07-31,64.53,40.01,31.65,85.23
2012-08-01,64.34,40.14,31.67,84.94
2012-08-02,64.11,39.58,31.23,85.1
2012-08-03,65.33,40.76,32.28,84.79
2012-08-06,65.83,41.01,32.48,84.87
2012-08-07,66.37,41.09,32.77,84.65
2012-08-08,66.34,41.21,32.78,84.63
2012-08-09,66.54,41.41,32.76,84.58
2012-08-10,66.58,41.6,32.82,84.68
2012-08-13,66.74,41.26,32.67,84.69
2012-08-14,66.77,41.27,32.74,84.48
2012-08-15,66.94,41.16,32.63,84.18
2012-08-16,67.74,41.58,33.0,84.09
2012-08-17,68.04,41.35,33.11,84.23
2012-08-20,68.14,41.35,33.0,84.19
2012-08-21,67.87,41.26,33.19,84.34
2012-08-22,68.15,41.29,33.15,84.68
2012-08-23,67.59,40.92,32.97,84.72
2012-08-24,68.01,40.95,32.93,84.72
2012-08-27,68.12,40.54,32.97,84.85
2012-08-28,68.12,40.47,32.93,84.88
2012-08-29,68.12,40.27,32.84,84.81
2012-08-30,67.43,39.78,32.38,84.88
2012-08-31,67.88,40.11,32.69,85.18
2012-09-04,67.81,39.92,32.49,84.94
2012-09-05,67.74,39.71,32.42,84.94
2012-09-06,69.24,40.55,33.22,84.74
2012-09-07,69.14,41.51,33.71,84.74
2012-09-10,68.26,41.01,33.44,84.76
2012-09-11,68.15,41.46,33.83,84.65
2012-09-12,68.35,41.64,34.01,84.53
2012-09-13,69.27,42.7,34.59,84.7
2012-09-14,69.89,43.22,34.9,84.28
2012-09-17,69.92,42.84,34.7,84.4
2012-09-18,69.98,42.8,34.59,84.5
2012-09-19,70.11,42.8,34.67,84.61
2012-09-20,70.04,42.59,34.45,84.63
2012-09-21,69.86,42.66,34.51,84.72
2012-09-24,69.45,42.11,33.74,84.81
2012-09-25,68.48,41.5,33.48,84.98
2012-09-26,67.92,41.3,33.14,85.12
2012-09-27,68.85,41.97,33.52,85.07
2012-09-28,68.29,41.72,32.88,85.15
2012-10-01,68.19,42.16,33.14,85.04
2012-10-02,68.39,42.13,33.26,85.04
2012-10-03,68.82,41.91,33.13,85.01
2012-10-04,69.06,42.3,33.5,84.87
2012-10-05,68.69,42.27,33.57,84.78
2012-10-08,68.07,41.88,33.35,84.89
2012-10-09,66.98,41.54,32.87,84.74
2012-10-10,66.64,41.33,32.76,84.87
2012-10-11,66.43,41.72,32.97,84.94
2012-10-12,66.4,41.6,32.98,85.0
2012-10-15,66.89,41.88,33.27,84.97
2012-10-16,67.84,42.25,33.83,84.8
2012-10-17,67.8,42.59,34.15,84.59
2012-10-18,67.01,42.47,34.04,84.55
2012-10-19,65.41,41.81,33.58,84.68
2012-10-22,65.75,42.24,33.79,84.56
2012-10-23,65.12,41.36,33.09,84.75
2012-10-24,64.89,41.43,33.13,84.7
2012-10-25,64.89,41.84,33.32,84.57
2012-10-26,65.08,41.55,33.28,84.75
2012-10-31,64.68,41.49,33.23,84.89
2012-11-01,65.6,42.09,33.62,84.76
2012-11-02,64.9,41.84,33.3,84.79
2012-11-05,65.33,42.04,33.19,84.92
2012-11-06,65.45,42.31,33.54,84.65
2012-11-07,63.9,41.67,33.02,84.85
2012-11-08,62.9,41.16,32.7,84.98
2012-11-09,63.17,41.31,32.71,84.9
2012-11-12,63.16,41.43,32.69,85.03
2012-11-13,62.72,41.04,32.52,85.02
2012-11-14,61.98,40.44,32.19,85.0
2012-11-15,61.77,40.58,32.29,84.99
2012-11-16,62.04,40.68,32.27,84.95
2012-11-19,63.52,41.4,32.97,84.95
2012-11-20,63.54,41.3,33.01,84.82
2012-11-21,63.67,41.24,33.08,84.73
2012-11-23,64.63,41.88,33.79,84.75
2012-11-26,64.91,41.94,33.71,84.73
2012-11-27,64.69,41.59,33.51,84.9
2012-11-28,65.25,41.79,33.78,84.95
2012-11-29,65.64,42.08,34.08,85.0
2012-11-30,65.53,42.02,34.13,84.94
2012-12-03,65.4,42.03,34.17,84.84
2012-12-04,65.36,42.14,34.26,84.91
2012-12-05,64.63,42.62,34.33,84.97
2012-12-06,65.05,42.89,34.38,84.97
2012-12-07,64.66,43.04,34.38,84.81
2012-12-10,64.85,43.33,34.4,84.86
2012-12-11,65.7,43.55,34.59,84.79
2012-12-12,65.56,43.72,34.72,84.66
2012-12-13,65.04,43.51,34.61,84.49
2012-12-14,64.42,43.73,34.74,84.54
2012-12-17,65.28,43.84,34.91,84.39
2012-12-18,66.27,44.11,35.23,84.2
2012-12-19,65.99,44.05,35.32,84.38
2012-12-20,65.99,43.9,35.28,84.4
2012-12-21,64.93,43.42,35.06,84.52
2012-12-24,64.8,43.33,34.96,83.95
2012-12-26,64.23,43.44,34.94,84.01
2012-12-27,64.13,43.75,35.07,84.09
2012-12-28,63.52,43.88,34.72,84.11
2012-12-31,64.86,44.53,35.23,84.03
2013-01-02,66.92,45.47,35.81,83.9
2013-01-03,66.58,45.2,35.45,83.65
2013-01-04,66.35,45.28,35.65,83.78
2013-01-07,66.37,44.89,35.47,83.72
2013-01-08,66.24,44.52,35.28,83.8
2013-01-09,66.49,44.78,35.45,83.77
2013-01-10,66.89,45.18,35.94,83.77
2013-01-11,66.98,44.84,36.0,83.83
2013-01-14,66.68,45.02,36.05,83.83
2013-01-15,66.35,44.85,36.0,83.94
2013-01-16,66.62,44.77,35.78,83.93
2013-01-17,66.94,45.08,36.08,83.79
2013-01-18,66.79,45.13,36.06,83.92
2013-01-22,66.9,45.09,36.08,83.84
2013-01-23,67.31,44.8,36.01,83.97
2013-01-24,66.38,44.67,36.22,83.85
2013-01-25,66.72,44.56,36.62,83.58
2013-01-28,66.87,44.23,36.41,83.48
2013-01-29,66.88,44.75,36.68,83.39
2013-01-30,66.74,44.52,36.72,83.3
2013-01-31,66.59,44.56,36.58,83.45
2013-02-01,67.38,44.86,36.87,83.05
2013-02-04,66.21,44.28,36.2,83.34
2013-02-05,67.18,44.41,36.36,83.2
2013-02-06,66.96,44.3,36.36,83.4
2013-02-07,67.02,43.94,36.08,83.41
