Date,QQQ,VWO,VEA,BND
2013-02-08,67.71,44.29,36.33,83.39
2013-02-11,67.73,44.27,36.3,83.29
2013-02-12,67.45,44.34,36.45,83.31
2013-02-13,67.69,44.52,36.58,83.2
2013-02-14,67.67,44.48,36.37,83.32
2013-02-15,67.47,44.41,36.24,83.25
2013-02-19,67.96,44.43,36.69,83.22
2013-02-20,66.91,44.02,36.35,83.28
2013-02-21,66.2,43.52,35.79,83.36
2013-02-22,66.86,43.69,36.32,83.4
2013-02-25,66.04,43.04,35.47,83.67
2013-02-26,66.28,43.33,35.73,83.71
2013-02-27,66.96,43.72,36.18,83.69
2013-02-28,66.82,43.51,36.16,83.73
2013-03-01,67.1,43.57,36.08,83.62
2013-03-04,67.4,43.19,36.24,83.6
2013-03-05,68.4,43.67,36.59,83.55
2013-03-06,68.23,43.91,36.68,83.41
2013-03-07,68.41,44.02,36.79,83.29
2013-03-08,68.49,44.42,36.87,83.06
2013-03-11,68.68,44.22,36.97,83.02
2013-03-12,68.44,43.77,36.81,83.18
2013-03-13,68.35,43.35,36.73,83.08
2013-03-14,68.58,43.57,37.13,83.11
2013-03-15,68.23,43.21,37.16,83.21
2013-03-18,68.08,42.73,36.75,83.37
2013-03-19,67.95,42.4,36.64,83.42
2013-03-20,68.42,42.65,36.89,83.34
2013-03-21,67.65,42.26,36.58,83.36
2013-03-22,68.31,42.33,36.75,83.44
2013-03-25,68.06,42.24,36.27,83.43
2013-03-26,68.43,42.73,36.48,83.46
2013-03-27,68.52,42.88,36.3,83.63
2013-03-28,68.68,42.9,36.43,83.64
2013-04-01,68.22,42.52,36.0,83.41
2013-04-02,68.75,42.56,36.38,83.42
2013-04-03,68.13,42.03,36.21,83.47
2013-04-04,68.15,42.02,36.53,83.71
2013-04-05,67.58,41.96,36.37,83.94
2013-04-08,67.94,42.07,36.49,83.9
2013-04-09,68.4,42.51,36.64,83.81
2013-04-10,69.73,42.88,37.16,83.65
2013-04-11,69.7,42.87,37.45,83.69
2013-04-12,69.65,42.34,37.4,83.89
2013-04-15,68.28,41.23,36.62,83.98
2013-04-16,69.18,42.14,37.15,83.96
2013-04-17,67.83,41.53,36.39,84.0
2013-04-18,66.89,41.62,36.3,84.05
2013-04-19,67.81,42.22,36.55,83.98
2013-04-22,68.51,42.33,36.73,84.09
2013-04-23,69.16,42.54,37.24,84.07
2013-04-24,69.13,42.8,37.56,84.05
2013-04-25,69.5,43.17,37.77,84.0
2013-04-26,69.28,42.77,37.79,84.11
2013-04-29,69.92,43.22,38.23,84.18
2013-04-30,70.43,43.76,38.33,84.18
2013-05-01,70.1,43.3,38.04,84.16
2013-05-02,70.99,43.7,38.16,84.18
2013-05-03,71.82,44.0,38.62,83.78
2013-05-06,72.1,44.05,38.59,83.77
2013-05-07,72.06,44.4,38.69,83.69
2013-05-08,72.41,44.79,39.09,83.77
2013-05-09,72.31,44.44,38.72,83.64
2013-05-10,72.75,44.27,38.74,83.43
2013-05-13,72.84,43.87,38.74,83.34
2013-05-14,73.22,44.08,38.88,83.18
2013-05-15,73.37,44.05,39.01,83.28
2013-05-16,73.29,43.87,38.69,83.4
2013-05-17,73.99,44.02,39.01,83.22
2013-05-20,73.88,44.12,39.21,83.2
2013-05-21,73.96,44.09,39.27,83.28
2013-05-22,73.31,43.59,38.92,83.0
2013-05-23,73.15,43.27,38.33,82.99
2013-05-24,73.11,42.84,38.03,83.0
2013-05-28,73.58,43.05,38.1,82.54
2013-05-29,73.24,42.45,37.77,82.61
2013-05-30,73.62,42.35,37.95,82.54
2013-05-31,72.95,41.54,37.19,82.4
2013-06-03,73.08,42.2,37.44,82.16
2013-06-04,72.7,41.72,37.52,82.13
2013-06-05,71.75,40.87,36.68,82.1
2013-06-06,72.1,41.29,36.89,82.21
2013-06-07,73.09,41.11,37.32,82.0
2013-06-10,73.12,40.53,37.34,81.79
2013-06-11,72.39,39.73,36.87,81.83
2013-06-12,71.55,39.46,36.85,81.67
2013-06-13,72.46,40.37,37.42,82.03
2013-06-14,71.98,39.79,36.98,82.12
2013-06-17,72.68,40.07,37.51,82.06
2013-06-18,73.28,40.16,37.74,81.99
2013-06-19,72.46,38.88,37.05,81.51
2013-06-20,70.73,37.19,35.67,80.77
2013-06-21,70.14,37.85,35.79,80.44
2013-06-24,69.44,36.5,34.64,80.05
2013-06-25,69.95,37.2,35.14,80.24
2013-06-26,70.58,37.99,35.3,80.52
2013-06-27,70.88,38.57,35.68,80.84
2013-06-28,70.98,38.8,35.6,80.88
2013-07-01,71.41,38.86,35.96,80.85
2013-07-02,71.44,38.2,35.78,80.87
2013-07-03,71.73,37.9,35.77,80.81
2013-07-05,72.28,37.72,35.92,79.91
2013-07-08,72.35,37.78,36.11,80.27
2013-07-09,72.79,38.23,36.33,80.36
2013-07-10,73.21,37.86,36.4,80.16
2013-07-11,74.66,39.62,37.4,80.7
2013-07-12,74.99,39.2,37.19,80.59
2013-07-15,75.16,39.71,37.41,80.81
2013-07-16,75.06,39.78,37.36,80.93
2013-07-17,75.25,40.11,37.5,81.11
2013-07-18,75.06,39.72,37.72,80.98
2013-07-19,74.28,39.55,37.68,81.19
2013-07-22,74.5,39.97,37.88,81.24
2013-07-23,73.95,40.41,37.93,81.22
2013-07-24,74.19,39.92,37.89,80.96
2013-07-25,74.66,40.19,37.93,80.93
2013-07-26,75.06,40.06,37.72,80.99
2013-07-29,74.92,39.56,37.39,80.98
2013-07-30,75.32,39.29,37.38,80.93
2013-07-31,75.46,39.06,37.45,81.02
2013-08-01,76.22,39.78,37.97,80.46
2013-08-02,76.65,39.8,38.27,80.72
2013-08-05,76.7,39.5,38.23,80.75
2013-08-06,76.24,39.01,38.15,80.7
2013-08-07,76.1,38.56,37.93,80.82
2013-08-08,76.48,39.42,38.27,80.86
2013-08-09,76.17,39.58,38.29,80.96
2013-08-12,76.35,39.9,38.23,80.81
2013-08-13,76.78,40.06,38.52,80.53
2013-08-14,76.49,40.18,38.53,80.49
2013-08-15,75.2,39.71,38.2,80.2
2013-08-16,75.17,39.28,38.27,79.99
2013-08-19,75.04,38.51,38.0,79.76
2013-08-20,75.37,38.46,37.94,79.99
2013-08-21,75.11,37.61,37.49,79.68
2013-08-22,75.85,38.22,37.88,79.76
2013-08-23,76.35,38.67,38.21,79.99
2013-08-26,76.39,38.21,37.96,80.13
2013-08-27,74.83,37.22,37.32,80.33
2013-08-28,75.12,37.19,37.28,80.19
2013-08-29,75.65,37.41,37.28,80.27
2013-08-30,75.16,37.72,36.85,80.16
2013-09-03,75.59,37.94,37.54,79.81
2013-09-04,76.39,38.53,37.88,79.71
2013-09-05,76.52,39.05,37.87,79.16
2013-09-06,76.61,39.58,38.09,79.46
2013-09-09,77.51,40.74,38.63,79.66
2013-09-10,77.89,41.06,39.05,79.49
2013-09-11,77.74,41.12,39.16,79.71
2013-09-12,77.69,40.58,38.97,79.69
2013-09-13,77.74,40.88,39.11,79.82
2013-09-16,77.53,41.33,39.46,79.92
2013-09-17,78.05,41.3,39.48,79.99
2013-09-18,78.98,42.97,40.52,80.63
2013-09-19,79.17,42.8,40.34,80.54
2013-09-20,78.66,41.78,40.01,80.53
2013-09-23,78.5,41.65,39.87,80.59
2013-09-24,78.5,41.23,39.79,80.76
2013-09-25,78.24,40.98,39.81,80.93
2013-09-26,78.84,41.1,39.96,80.81
2013-09-27,78.74,40.52,39.88,80.83
2013-09-30,78.55,40.13,39.58,80.88
2013-10-01,79.35,40.93,39.81,80.61
2013-10-02,79.32,41.06,39.77,80.7
2013-10-03,78.39,40.95,39.52,80.74
2013-10-04,79.07,41.5,39.63,80.65
2013-10-07,78.41,41.13,39.23,80.71
2013-10-08,76.9,40.74,38.97,80.68
2013-10-09,76.66,41.06,39.1,80.63
2013-10-10,78.28,41.98,39.83,80.65
2013-10-11,78.9,42.15,40.05,80.68
2013-10-14,79.46,42.42,40.17,80.52
2013-10-15,79.15,41.91,39.96,80.5
2013-10-16,80.05,42.21,40.3,80.84
2013-10-17,80.51,42.5,40.79,81.12
2013-10-18,81.81,42.49,41.03,81.21
2013-10-21,81.99,42.52,41.09,81.11
2013-10-22,82.11,42.91,41.48,81.37
2013-10-23,81.61,41.97,41.03,81.41
2013-10-24,81.97,41.88,41.31,81.41
2013-10-25,82.56,42.12,41.2,81.5
2013-10-28,82.58,42.24,41.13,81.43
2013-10-29,82.72,42.36,41.21,81.48
2013-10-30,82.64,42.15,41.12,81.4
2013-10-31,82.45,41.87,40.85,81.4
2013-11-01,82.47,41.84,40.65,81.0
2013-11-04,82.59,42.12,40.83,81.05
2013-11-05,82.68,41.28,40.48,80.81
2013-11-06,82.66,41.43,40.87,80.95
2013-11-07,81.1,40.71,40.18,81.11
2013-11-08,82.2,40.57,40.42,80.58
2013-11-11,82.07,40.38,40.47,80.51
2013-11-12,82.2,40.1,40.38,80.47
2013-11-13,83.19,40.26,40.48,80.69
2013-11-14,83.45,40.92,40.68,80.92
2013-11-15,83.61,41.61,41.05,80.95
2013-11-18,82.8,42.02,41.08,81.1
2013-11-19,82.56,41.62,40.96,80.94
2013-11-20,82.36,41.1,40.68,80.72
2013-11-21,83.19,41.09,40.92,80.72
2013-11-22,83.64,41.35,41.04,80.9
2013-11-25,83.84,40.85,40.92,80.96
2013-11-26,84.28,40.88,40.91,80.97
2013-11-27,84.87,41.14,41.05,80.94
2013-11-29,85.38,41.48,41.12,80.98
2013-12-02,85.13,40.7,40.84,80.5
2013-12-03,85.06,40.55,40.51,80.58
2013-12-04,85.14,40.56,40.28,80.46
2013-12-05,85.03,40.43,40.06,80.32
2013-12-06,85.64,41.33,40.55,80.44
2013-12-09,85.99,41.34,40.56,80.52
2013-12-10,85.93,41.42,40.43,80.69
2013-12-11,84.83,40.58,40.1,80.55
2013-12-12,84.61,40.22,39.8,80.34
2013-12-13,84.5,40.34,39.76,80.43
2013-12-16,84.97,40.54,40.05,80.46
2013-12-17,84.8,40.27,39.9,80.61
2013-12-18,85.78,40.93,40.49,80.58
2013-12-19,85.54,40.25,40.47,80.43
2013-12-20,86.14,39.95,40.47,80.58
2013-12-23,87.05,40.24,40.87,80.48
2013-12-24,87.09,40.45,40.94,80.07
2013-12-26,87.38,40.19,41.18,79.95
2013-12-27,87.16,40.67,41.39,79.95
2013-12-30,87.03,40.82,41.61,80.08
2013-12-31,87.6,41.14,41.68,80.05
2014-01-02,86.91,39.7,40.98,80.12
2014-01-03,86.28,39.65,40.99,80.13
2014-01-06,85.96,39.27,40.91,80.2
2014-01-07,86.76,39.43,41.15,80.3
2014-01-08,86.95,39.36,41.14,80.04
2014-01-09,86.66,39.11,41.09,80.19
2014-01-10,86.94,39.87,41.46,80.58
2014-01-13,85.65,39.37,41.11,80.69
2014-01-14,87.29,39.81,41.42,80.57
2014-01-15,88.0,39.8,41.62,80.52
2014-01-16,88.01,39.58,41.55,80.7
2014-01-17,87.52,39.44,41.45,80.79
2014-01-21,88.18,39.32,41.62,80.79
2014-01-22,88.41,39.82,41.66,80.65
2014-01-23,88.11,38.91,41.35,80.87
2014-01-24,86.38,37.96,40.21,81.08
2014-01-27,85.54,37.71,40.02,80.93
2014-01-28,85.5,37.96,40.42,81.0
2014-01-29,84.58,37.29,39.94,81.18
2014-01-30,86.14,37.68,40.15,81.18
2014-01-31,85.91,37.67,39.51,81.29
2014-02-03,83.94,36.67,38.75,81.38
2014-02-04,84.56,37.52,39.15,81.25
2014-02-05,84.34,37.39,39.19,81.08
2014-02-06,85.42,38.13,39.96,81.05
2014-02-07,86.94,38.28,40.4,81.15
2014-02-10,87.44,37.85,40.22,81.2
2014-02-11,88.43,38.65,40.88,81.03
2014-02-12,88.6,38.59,40.98,80.89
2014-02-13,89.26,38.63,41.05,81.09
2014-02-14,89.44,39.1,41.23,81.06
2014-02-18,89.88,38.77,41.57,81.17
2014-02-19,89.26,38.6,41.25,81.1
2014-02-20,89.68,38.8,41.4,81.09
2014-02-21,89.56,39.07,41.5,81.15
2014-02-24,90.04,39.03,41.85,81.13
2014-02-25,89.94,38.54,41.77,81.29
2014-02-26,89.86,38.44,41.64,81.46
2014-02-27,90.44,39.2,41.81,81.56
2014-02-28,90.34,38.89,41.86,81.5
2014-03-03,89.67,38.21,41.01,81.5
2014-03-04,90.81,38.84,41.82,81.22
2014-03-05,91.06,38.96,41.73,81.33
2014-03-06,90.98,39.5,42.2,81.13
2014-03-07,90.53,38.95,41.98,80.89
2014-03-10,90.61,38.72,41.7,80.94
2014-03-11,90.22,38.27,41.41,80.93
2014-03-12,90.56,38.42,41.23,81.1
2014-03-13,89.28,37.76,40.5,81.34
2014-03-14,88.67,38.01,40.4,81.29
2014-03-17,89.45,38.42,40.89,81.18
2014-03-18,90.53,39.01,41.15,81.27
2014-03-19,90.04,38.24,40.64,80.89
2014-03-20,90.29,38.42,40.48,80.82
2014-03-21,89.0,38.65,40.41,81.05
2014-03-24,88.22,38.99,40.48,81.06
2014-03-25,88.51,39.49,40.51,81.04
2014-03-26,87.37,39.5,40.52,81.26
2014-03-27,86.88,39.96,40.75,81.34
2014-03-28,87.05,40.28,41.04,81.19
2014-03-31,87.67,40.58,41.27,81.19
2014-04-01,89.21,40.97,41.57,80.91
2014-04-02,89.44,41.12,41.64,80.75
2014-04-03,88.73,40.88,41.5,80.82
2014-04-04,86.37,40.81,41.39,81.06
2014-04-07,85.55,41.03,41.2,81.21
2014-04-08,86.34,41.41,41.17,81.27
2014-04-09,87.82,41.74,41.74,81.25
2014-04-10,85.1,41.34,40.99,81.5
2014-04-11,84.11,41.32,40.76,81.55
2014-04-14,84.77,41.26,40.99,81.54
2014-04-15,85.05,40.65,40.79,81.58
2014-04-16,86.18,41.07,41.33,81.53
2014-04-17,86.2,41.56,41.48,81.32
2014-04-21,86.84,41.29,41.55,81.34
2014-04-22,87.53,41.15,41.72,81.34
2014-04-23,86.76,40.93,41.61,81.47
2014-04-24,87.59,40.93,41.6,81.49
2014-04-25,86.19,40.46,41.4,81.52
2014-04-28,86.47,40.58,41.52,81.43
2014-04-29,87.16,40.97,41.79,81.47
2014-04-30,87.39,40.94,41.92,81.65
2014-05-01,87.65,40.97,42.06,81.67
2014-05-02,87.49,41.24,42.0,81.76
2014-05-05,87.95,41.06,41.95,81.67
2014-05-06,86.81,41.22,41.89,81.75
2014-05-07,86.56,41.48,41.93,81.79
2014-05-08,86.48,41.37,41.92,81.83
2014-05-09,86.8,41.34,41.86,81.73
2014-05-12,88.23,42.01,42.18,81.65
2014-05-13,88.29,42.19,42.24,81.8
2014-05-14,87.83,42.47,42.18,82.01
2014-05-15,87.14,42.09,41.99,82.16
2014-05-16,87.71,42.61,42.06,82.16
2014-05-19,88.32,42.63,41.99,82.13
2014-05-20,88.0,42.27,41.71,82.17
2014-05-21,88.84,42.57,42.05,82.1
2014-05-22,89.23,42.9,42.15,82.05
2014-05-23,89.88,42.9,42.25,82.13
2014-05-27,91.0,42.55,42.51,82.21
2014-05-28,90.72,42.71,42.38,82.48
2014-05-29,91.3,42.76,42.66,82.41
2014-05-30,91.31,42.21,42.66,82.33
2014-06-02,91.22,42.42,42.73,81.95
2014-06-03,91.18,42.66,42.64,81.75
2014-06-04,91.52,42.42,42.66,81.76
2014-06-05,92.29,42.9,42.95,81.85
2014-06-06,92.82,43.36,43.17,81.84
2014-06-09,92.75,43.63,43.12,81.77
2014-06-10,92.91,43.8,43.04,81.61
2014-06-11,92.89,43.65,42.84,81.64
2014-06-12,92.05,43.45,42.85,81.85
2014-06-13,92.32,43.61,42.84,81.83
2014-06-16,92.4,43.33,42.87,81.81
2014-06-17,92.45,43.36,42.82,81.62
2014-06-18,92.97,43.86,43.19,81.83
2014-06-19,92.91,43.59,43.4,81.76
2014-06-20,92.77,43.61,43.31,81.81
2014-06-23,92.79,43.41,43.2,81.78
2014-06-24,92.7,42.93,42.44,81.93
2014-06-25,93.29,43.11,42.48,82.04
2014-06-26,93.34,43.09,42.46,82.15
2014-06-27,93.75,43.2,42.54,82.15
2014-06-30,93.91,43.13,42.59,82.22
2014-07-01,94.94,43.52,42.97,81.89
2014-07-02,95.1,43.78,43.02,81.67
2014-07-03,95.7,44.01,43.09,81.57
2014-07-07,95.41,44.1,42.76,81.67
2014-07-08,94.26,43.91,42.33,81.82
2014-07-09,94.96,44.17,42.49,81.9
2014-07-10,94.66,43.9,41.99,81.92
2014-07-11,95.27,43.98,42.04,82.04
2014-07-14,95.84,44.32,42.34,81.92
2014-07-15,95.51,44.26,42.21,81.86
2014-07-16,95.89,44.4,42.52,81.89
2014-07-17,94.62,43.55,41.96,82.11
2014-07-18,96.12,44.23,42.31,82.11
2014-07-21,96.0,44.39,42.14,82.11
2014-07-22,96.61,44.85,42.36,82.22
2014-07-23,97.23,44.86,42.45,82.18
2014-07-24,97.12,45.08,42.52,82.02
2014-07-25,96.74,44.9,42.37,82.17
2014-07-28,96.77,45.14,42.39,82.15
2014-07-29,96.6,44.73,42.35,82.22
2014-07-30,96.98,44.5,42.31,81.91
2014-07-31,95.02,43.72,41.58,81.82
2014-08-01,94.67,43.98,41.35,81.92
2014-08-04,95.32,44.48,41.49,82.03
2014-08-05,94.59,43.81,40.98,81.92
2014-08-06,94.52,43.5,40.89,82.01
2014-08-07,94.22,43.3,40.55,82.19
2014-08-08,94.9,43.78,40.81,82.13
2014-08-11,95.46,44.41,40.91,82.17
2014-08-12,95.42,44.42,40.91,82.1
2014-08-13,96.43,44.61,41.19,82.25
2014-08-14,96.93,44.64,41.38,82.33
2014-08-15,97.4,44.58,41.36,82.48
2014-08-18,98.15,45.04,41.59,82.31
2014-08-19,98.7,45.3,41.69,82.3
2014-08-20,98.7,45.23,41.55,82.18
2014-08-21,98.9,45.19,41.71,82.27
2014-08-22,99.05,44.99,41.53,82.27
2014-08-25,99.4,45.37,41.81,82.3
2014-08-26,99.5,45.62,41.8,82.34
2014-08-27,99.52,45.85,41.92,82.47
2014-08-28,99.41,45.43,41.72,82.58
2014-08-29,99.78,45.4,41.69,82.58
2014-09-02,100.07,45.49,41.73,82.12
2014-09-03,99.48,46.25,42.0,82.26
2014-09-04,99.39,46.05,41.82,82.12
2014-09-05,99.89,46.49,41.81,82.09
2014-09-08,100.08,45.95,41.39,82.03
2014-09-09,99.25,45.39,41.23,81.89
2014-09-10,100.07,45.19,41.47,81.74
2014-09-11,99.99,44.87,41.24,81.68
2014-09-12,99.48,44.26,41.16,81.55
2014-09-15,98.52,44.07,41.1,81.59
2014-09-16,99.38,44.63,41.27,81.56
2014-09-17,99.53,44.2,40.97,81.46
2014-09-18,100.28,44.3,41.25,81.47
2014-09-19,99.98,43.97,41.1,81.64
2014-09-22,99.05,43.32,40.96,81.74
2014-09-23,98.78,43.04,40.59,81.78
2014-09-24,99.84,43.26,40.6,81.73
2014-09-25,97.74,42.26,40.03,81.93
2014-09-26,98.78,42.53,40.18,81.85
2014-09-29,98.65,41.62,39.83,81.95
2014-09-30,98.79,41.71,39.75,81.93
2014-10-01,97.21,40.91,39.26,82.12
2014-10-02,97.21,41.16,38.83,82.06
2014-10-03,98.17,41.5,38.88,82.01
2014-10-06,97.96,42.24,39.1,82.2
2014-10-07,96.57,41.83,38.47,82.41
2014-10-08,98.45,42.47,39.06,82.63
2014-10-09,96.86,41.88,38.01,82.5
2014-10-10,94.44,40.93,37.44,82.57
2014-10-13,92.96,41.43,37.42,82.81
2014-10-14,92.97,41.62,37.48,82.92
2014-10-15,92.37,41.04,37.27,83.11
2014-10-16,91.79,40.63,36.97,82.97
2014-10-17,93.0,41.15,37.57,82.91
2014-10-20,94.39,41.18,37.89,82.98
2014-10-21,96.87,41.37,38.3,82.86
2014-10-22,96.37,41.04,38.03,82.84
2014-10-23,97.82,41.08,38.43,82.59
2014-10-24,98.62,41.47,38.59,82.66
2014-10-27,98.69,41.04,38.47,82.63
2014-10-28,100.18,41.9,38.94,82.58
2014-10-29,99.81,41.82,38.71,82.44
2014-10-30,100.02,42.3,38.98,82.5
2014-10-31,101.4,42.64,39.61,82.36
2014-11-03,101.7,42.35,39.33,82.15
2014-11-04,101.36,42.39,39.08,82.13
2014-11-05,101.37,42.14,39.09,82.23
2014-11-06,101.69,41.54,38.93,82.04
2014-11-07,101.6,41.81,38.94,82.32
2014-11-10,101.96,41.84,39.12,82.15
2014-11-11,102.28,41.91,39.35,82.19
2014-11-12,102.46,41.79,39.02,82.18
2014-11-13,102.9,41.69,39.18,82.24
2014-11-14,103.22,42.13,39.24,82.26
2014-11-17,102.91,41.6,39.07,82.26
2014-11-18,103.68,41.81,39.49,82.38
2014-11-19,103.21,41.89,39.36,82.17
2014-11-20,103.67,41.82,39.16,82.27
2014-11-21,103.87,43.11,39.49,82.45
2014-11-24,104.68,42.78,39.68,82.46
2014-11-25,104.84,42.5,39.77,82.61
2014-11-26,105.52,42.94,39.93,82.73
2014-11-28,106.01,42.17,39.61,82.87
2014-12-01,104.81,41.4,39.55,82.58
2014-12-02,105.23,41.38,39.66,82.4
2014-12-03,105.42,41.59,39.6,82.38
2014-12-04,105.37,41.54,39.54,82.52
2014-12-05,105.38,41.51,39.62,82.28
2014-12-08,104.63,40.84,39.27,82.45
2014-12-09,104.96,40.38,39.05,82.48
2014-12-10,103.31,39.8,38.54,82.7
2014-12-11,103.8,39.43,38.5,82.62
2014-12-12,102.67,38.84,37.79,82.9
2014-12-15,101.61,38.06,37.21,82.75
2014-12-16,99.98,37.71,37.49,82.94
2014-12-17,101.8,38.88,37.87,82.74
2014-12-18,104.25,39.48,38.55,82.61
2014-12-19,104.32,39.67,38.63,82.79
2014-12-22,104.58,40.01,38.59,82.75
2014-12-23,104.21,39.69,38.41,82.01
2014-12-24,104.3,39.77,38.58,82.04
2014-12-26,105.04,40.04,38.7,82.11
2014-12-29,105.02,39.91,38.45,82.25
2014-12-30,104.32,40.02,38.11,82.31
2014-12-31,103.25,40.02,37.88,82.37
2015-01-02,102.94,39.56,37.69,82.65
2015-01-05,101.43,38.93,36.85,82.89
2015-01-06,100.07,38.74,36.44,83.13
2015-01-07,101.36,39.63,36.83,83.18
2015-01-08,103.3,40.3,37.39,83.05
2015-01-09,102.62,40.1,37.21,83.19
2015-01-12,101.55,39.74,37.17,83.3
2015-01-13,101.52,40.02,37.35,83.38
2015-01-14,100.96,39.87,37.25,83.57
2015-01-15,99.65,39.99,37.46,83.94
2015-01-16,100.82,40.39,37.87,83.69
2015-01-20,101.62,40.25,38.04,83.6
2015-01-21,102.14,41.15,38.32,83.44
2015-01-22,104.03,42.02,38.46,83.46
2015-01-23,104.26,41.66,38.23,83.73
2015-01-26,104.14,41.71,38.74,83.63
2015-01-27,101.44,41.49,38.77,83.68
2015-01-28,100.92,41.0,38.26,83.98
2015-01-29,101.89,41.04,38.78,83.89
2015-01-30,101.1,39.94,38.15,84.35
2015-02-02,101.98,40.65,38.65,84.08
2015-02-03,102.96,41.37,39.2,83.82
2015-02-04,102.87,41.09,38.92,83.85
2015-02-05,103.76,41.4,39.33,83.67
2015-02-06,103.13,40.72,38.86,83.13
2015-02-09,102.8,40.67,38.68,83.1
2015-02-10,104.4,40.6,39.01,82.95
2015-02-11,104.78,40.42,38.8,82.95
2015-02-12,106.0,41.36,39.4,82.99
2015-02-13,106.91,41.78,39.68,82.8
2015-02-17,107.01,41.65,39.77,82.47
2015-02-18,107.16,41.69,40.04,82.7
2015-02-19,107.69,41.56,40.06,82.63
2015-02-20,108.41,41.77,40.46,82.65
2015-02-23,108.52,41.37,40.3,82.82
2015-02-24,108.6,41.94,40.54,83.16
2015-02-25,108.33,41.8,40.58,83.24
2015-02-26,108.88,41.77,40.47,83.01
2015-02-27,108.4,41.8,40.5,83.08
2015-03-02,109.38,41.74,40.56,82.65
2015-03-03,108.87,41.36,40.33,82.55
2015-03-04,108.45,40.88,40.15,82.55
2015-03-05,108.64,40.8,40.28,82.6
2015-03-06,107.41,40.14,39.74,82.12
2015-03-09,107.72,39.98,39.76,82.22
2015-03-10,105.72,39.15,38.93,82.54
2015-03-11,105.11,39.46,39.03,82.63
2015-03-12,105.8,39.68,39.51,82.69
2015-03-13,105.34,39.2,39.27,82.61
2015-03-16,106.7,39.66,39.71,82.77
2015-03-17,106.87,39.91,39.67,82.84
2015-03-18,107.92,40.94,40.49,83.35
2015-03-19,108.08,40.22,40.0,83.1
2015-03-20,108.53,40.72,40.86,83.32
2015-03-23,108.32,40.84,41.05,83.36
2015-03-24,107.93,41.0,41.01,83.5
2015-03-25,105.46,40.22,40.61,83.37
2015-03-26,105.1,39.99,40.28,83.1
2015-03-27,105.52,40.08,40.37,83.18
2015-03-30,106.73,40.9,40.4,83.28
2015-03-31,105.6,40.87,39.83,83.37
2015-04-01,105.05,41.42,40.11,83.51
2015-04-02,105.12,42.06,40.41,83.4
2015-04-06,105.98,42.57,40.8,83.47
2015-04-07,105.8,42.47,40.8,83.52
2015-04-08,106.64,43.33,40.99,83.46
2015-04-09,107.31,43.89,41.05,83.28
2015-04-10,107.75,43.8,41.13,83.24
2015-04-13,107.48,43.65,40.91,83.26
2015-04-14,107.17,43.77,41.22,83.41
2015-04-15,107.84,44.03,41.41,83.49
2015-04-16,107.69,44.43,41.51,83.47
2015-04-17,106.01,43.52,41.01,83.61
2015-04-20,107.6,43.38,41.08,83.52
2015-04-21,108.06,43.72,41.43,83.42
2015-04-22,108.65,44.23,41.52,83.11
2015-04-23,109.06,44.45,41.7,83.27
2015-04-24,110.54,44.67,41.93,83.4
2015-04-27,110.26,44.86,42.09,83.34
2015-04-28,110.04,44.97,42.16,83.08
2015-04-29,109.35,44.49,41.79,82.82
2015-04-30,107.63,43.9,41.37,82.91
2015-05-01,109.05,44.16,41.72,82.5
2015-05-04,109.23,44.38,41.76,82.38
2015-05-05,107.45,43.92,41.13,82.25
2015-05-06,106.71,43.34,41.22,82.02
2015-05-07,107.35,43.28,41.08,82.19
2015-05-08,108.69,43.94,41.97,82.41
2015-05-11,108.27,43.52,41.6,81.98
2015-05-12,107.78,43.4,41.6,81.88
2015-05-13,108.0,43.51,41.9,81.84
2015-05-14,109.58,43.92,42.4,82.0
2015-05-15,109.58,44.37,42.45,82.33
2015-05-18,110.06,43.94,42.31,82.03
2015-05-19,109.94,44.04,42.15,81.85
2015-05-20,110.01,43.98,42.23,81.85
2015-05-21,110.58,43.85,42.46,82.11
2015-05-22,110.47,43.96,42.2,82.06
2015-05-26,109.2,43.31,41.49,82.26
2015-05-27,110.96,43.42,41.84,82.3
2015-05-28,110.71,42.81,41.75,82.31
2015-05-29,110.05,42.34,41.35,82.34
2015-06-01,110.42,42.31,41.25,81.9
2015-06-02,110.07,42.46,41.39,81.67
2015-06-03,110.4,42.25,41.63,81.31
2015-06-04,109.56,41.63,41.15,81.51
2015-06-05,109.3,41.43,40.7,81.19
2015-06-08,108.19,41.41,40.66,81.29
2015-06-09,108.01,41.11,40.43,81.05
2015-06-10,109.49,41.71,41.27,80.88
2015-06-11,109.65,41.54,41.39,81.26
2015-06-12,108.75,41.55,41.06,81.2
2015-06-15,108.21,41.13,40.8,81.21
2015-06-16,108.8,41.22,40.79,81.42
2015-06-17,109.1,41.48,40.68,81.45
2015-06-18,110.69,41.85,41.07,81.39
2015-06-19,109.89,41.47,40.98,81.62
2015-06-22,110.7,42.01,41.69,81.23
2015-06-23,110.79,42.39,41.84,81.04
2015-06-24,110.22,42.17,41.5,81.19
2015-06-25,110.0,42.02,41.49,81.08
2015-06-26,109.27,41.25,40.94,80.93
2015-06-29,106.69,40.34,39.71,81.34
2015-06-30,107.07,40.88,39.65,81.26
2015-07-01,107.92,40.88,39.91,80.9
2015-07-02,107.95,41.07,40.01,81.1
2015-07-06,107.7,39.93,39.19,81.38
2015-07-07,107.97,39.32,39.18,81.46
2015-07-08,106.09,37.87,38.23,81.69
